,date,entry,type,amount,state,district,block,gp,N_vil
1279,2015-08-06,Payment,Expenditures,700,ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1280,2015-08-10,Receipt,Direct Receipts,187,ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1281,2015-08-10,Receipt,Direct Receipts,"1,895",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1282,2015-08-10,Receipt,Direct Receipts,"617,663",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1283,2015-08-10,Receipt,Direct Receipts,"617,663",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1284,2015-08-11,Payment,Expenditures,"250,000",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1285,2015-08-22,Receipt,Direct Receipts,"250,000",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1286,2015-08-27,Payment,Expenditures,"2,169",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1287,2015-09-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1288,2015-09-08,Receipt,Direct Receipts,"3,140",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1289,2015-09-08,Receipt,Direct Receipts,"36,040",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1290,2015-09-08,Payment,Expenditures,700,ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1291,2015-09-08,Payment,Expenditures,"2,169",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1292,2015-09-10,Payment,Expenditures,"50,000",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1293,2015-10-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1294,2015-10-07,Receipt,Direct Receipts,"2,925",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1295,2015-10-07,Receipt,Direct Receipts,"2,925",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1296,2015-10-07,Payment,Expenditures,700,ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1297,2015-10-09,Payment,Expenditures,"10,000",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1298,2015-10-09,Receipt,Direct Receipts,"10,000",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1299,2015-10-09,Payment,Expenditures,"10,500",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1300,2015-10-09,Payment,Expenditures,"110,000",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1301,2015-10-16,Payment,Expenditures,"50,000",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1302,2015-10-30,Payment,Expenditures,600,ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1303,2015-10-31,Payment,Expenditures,"7,200",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1304,2015-10-31,Receipt,Direct Receipts,"7,200",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1305,2015-10-31,Payment,Expenditures,"7,200",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1306,2015-11-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1307,2015-12-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1308,2015-12-12,Payment,Expenditures,"1,418",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1309,2015-12-23,Payment,Expenditures,700,ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1310,2015-12-23,Receipt,Direct Receipts,"1,810",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1311,2015-12-25,Receipt,Direct Receipts,"6,310",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1312,2015-12-25,Receipt,Direct Receipts,"12,224",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1313,2015-12-28,Payment,Expenditures,561,ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1314,2016-01-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1315,2016-01-08,Receipt,Direct Receipts,"1,810",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1316,2016-01-08,Payment,Expenditures,700,ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1317,2016-01-28,Payment,Expenditures,592,ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1318,2016-01-29,Receipt,Direct Receipts,"228,800",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1319,2016-02-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1320,2016-02-04,Receipt,Direct Receipts,"41,278",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1321,2016-02-07,Payment,Expenditures,700,ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1322,2016-02-07,Receipt,Direct Receipts,"1,925",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1323,2016-02-23,Payment,Expenditures,666,ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1324,2016-02-23,Payment,Expenditures,"10,000",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1325,2016-02-24,Receipt,Direct Receipts,"617,243",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1326,2016-03-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1327,2016-03-09,Receipt,Direct Receipts,"10,000",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1328,2016-03-09,Payment,Expenditures,"10,000",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1329,2016-03-09,Receipt,Direct Receipts,"2,270",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1330,2016-03-09,Payment,Expenditures,"9,000",ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1331,2016-03-09,Payment,Expenditures,800,ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1332,2016-03-09,Payment,Expenditures,300,ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1333,2016-03-09,Payment,Expenditures,700,ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1334,2016-03-11,Payment,Expenditures,708,ODISHA,ANUGUL,ANUGUL,CHHELIPADA,3
1335,2015-04-01,Opening Balance,Balance,"255,262",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1336,2015-04-07,Payment,Expenditures,"3,200",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1337,2015-04-07,Payment,Expenditures,"3,838",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1338,2015-04-07,Receipt,Direct Receipts,"1,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1339,2015-04-07,Payment,Expenditures,"1,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1340,2015-04-07,Payment,Expenditures,"9,995",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1341,2015-04-09,Payment,Expenditures,"80,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1342,2015-04-09,Payment,Expenditures,"10,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1343,2015-04-15,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1344,2015-04-15,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1345,2015-04-20,Receipt,Direct Receipts,"3,765",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1346,2015-04-20,Payment,Expenditures,"1,200",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1347,2015-04-30,Receipt,Direct Receipts,775,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1348,2015-04-30,Payment,Expenditures,"1,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1349,2015-04-30,Payment,Expenditures,610,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1350,2015-05-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1351,2015-05-11,Payment,Expenditures,220,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1352,2015-05-11,Payment,Expenditures,"1,200",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1353,2015-05-11,Payment,Expenditures,747,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1354,2015-05-11,Receipt,Direct Receipts,"5,372",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1355,2015-05-11,Payment,Expenditures,150,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1356,2015-05-11,Payment,Expenditures,"3,338",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1357,2015-05-20,Payment,Expenditures,150,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1358,2015-05-20,Receipt,Direct Receipts,"4,540",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1359,2015-05-20,Payment,Expenditures,610,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1360,2015-06-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1361,2015-06-04,Payment,Expenditures,"1,200",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1362,2015-06-04,Payment,Expenditures,"3,380",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1363,2015-06-05,Receipt,Direct Receipts,"3,560",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1364,2015-06-20,Payment,Expenditures,"3,338",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1365,2015-06-20,Receipt,Direct Receipts,"2,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1366,2015-06-20,Receipt,Direct Receipts,970,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1367,2015-06-20,Payment,Expenditures,610,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1368,2015-06-24,Receipt,Direct Receipts,"22,280",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1369,2015-07-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1370,2015-07-06,Receipt,Direct Receipts,"3,945",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1371,2015-07-06,Payment,Expenditures,200,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1372,2015-07-06,Payment,Expenditures,850,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1373,2015-07-06,Payment,Expenditures,"1,200",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1374,2015-07-06,Payment,Expenditures,"3,945",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1375,2015-07-06,Receipt,Direct Receipts,"3,870",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1376,2015-07-20,Receipt,Direct Receipts,"8,400",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1377,2015-07-20,Receipt,Direct Receipts,"25,200",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1378,2015-07-20,Receipt,Direct Receipts,670,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1379,2015-07-30,Payment,Expenditures,"1,200",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1380,2015-07-30,Receipt,Direct Receipts,"2,800",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1381,2015-07-30,Payment,Expenditures,"3,338",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1382,2015-08-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1383,2015-08-05,Receipt,Direct Receipts,"783,563",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1384,2015-08-05,Receipt,Direct Receipts,"2,264",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1385,2015-08-05,Payment,Expenditures,610,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1386,2015-08-17,Receipt,Direct Receipts,"3,560",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1387,2015-08-22,Payment,Expenditures,800,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1388,2015-08-22,Receipt,Direct Receipts,985,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1389,2015-08-22,Receipt,Direct Receipts,"250,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1390,2015-09-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1391,2015-09-01,Receipt,Direct Receipts,"6,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1392,2015-09-01,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1393,2015-09-01,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1394,2015-09-01,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1395,2015-09-02,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1396,2015-09-02,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1397,2015-09-02,Receipt,Direct Receipts,"4,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1398,2015-09-04,Payment,Expenditures,"3,380",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1399,2015-09-08,Payment,Expenditures,"6,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1400,2015-09-08,Receipt,Direct Receipts,"23,040",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1401,2015-09-11,Receipt,Direct Receipts,"1,500",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1402,2015-09-11,Payment,Expenditures,"1,500",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1403,2015-09-15,Payment,Expenditures,"1,200",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1404,2015-09-15,Payment,Expenditures,"4,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1405,2015-09-15,Receipt,Direct Receipts,"3,560",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1406,2015-09-22,Receipt,Direct Receipts,985,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1407,2015-09-25,Receipt,Direct Receipts,"1,500",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1408,2015-09-25,Payment,Expenditures,"1,500",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1409,2015-10-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1410,2015-10-06,Payment,Expenditures,800,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1411,2015-10-06,Payment,Expenditures,"3,338",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1412,2015-10-08,Receipt,Direct Receipts,"13,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1413,2015-10-08,Receipt,Direct Receipts,"1,250",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1414,2015-10-08,Receipt,Direct Receipts,"13,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1415,2015-10-08,Payment,Expenditures,"12,600",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1416,2015-10-08,Payment,Advances,"3,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1417,2015-10-08,Payment,Expenditures,"11,520",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1418,2015-10-08,Payment,Expenditures,"1,200",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1419,2015-10-08,Payment,Expenditures,"11,250",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1420,2015-10-08,Payment,Expenditures,"3,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1421,2015-10-08,Payment,Expenditures,"1,250",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1422,2015-10-08,Payment,Expenditures,"10,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1423,2015-10-11,Payment,Expenditures,"1,500",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1424,2015-10-11,Payment,Expenditures,"1,500",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1425,2015-10-11,Receipt,Direct Receipts,"3,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1426,2015-10-20,Payment,Expenditures,750,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1427,2015-10-20,Receipt,Direct Receipts,"8,400",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1428,2015-10-20,Receipt,Direct Receipts,"2,219",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1429,2015-10-20,Receipt,Direct Receipts,750,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1430,2015-10-20,Receipt,Direct Receipts,"4,545",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1431,2015-10-20,Payment,Expenditures,750,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1432,2015-10-20,Payment,Expenditures,800,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1433,2015-11-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1434,2015-11-27,Payment,Expenditures,"1,500",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1435,2015-11-27,Payment,Expenditures,"1,500",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1436,2015-11-27,Receipt,Direct Receipts,"3,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1437,2015-11-30,Payment,Expenditures,"2,400",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1438,2015-11-30,Payment,Expenditures,"6,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1439,2015-12-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1440,2015-12-02,Receipt,Direct Receipts,"2,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1441,2015-12-02,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1442,2015-12-08,Payment,Expenditures,"4,200",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1443,2015-12-10,Payment,Expenditures,"16,802",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1444,2015-12-19,Payment,Expenditures,"2,214",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1445,2015-12-23,Receipt,Direct Receipts,"2,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1446,2015-12-23,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1447,2015-12-30,Receipt,Direct Receipts,"3,105",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1448,2015-12-30,Payment,Expenditures,610,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1449,2015-12-30,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1450,2016-01-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1451,2016-01-02,Payment,Expenditures,849,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1452,2016-01-02,Receipt,Direct Receipts,"5,600",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1453,2016-01-07,Receipt,Direct Receipts,"10,500",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1454,2016-01-07,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1455,2016-01-11,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1456,2016-01-20,Receipt,Direct Receipts,"3,005",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1457,2016-02-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1458,2016-02-05,Payment,Expenditures,900,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1459,2016-02-05,Payment,Expenditures,860,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1460,2016-02-05,Payment,Expenditures,900,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1461,2016-02-05,Receipt,Direct Receipts,900,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1462,2016-02-20,Receipt,Direct Receipts,"3,065",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1463,2016-02-20,Payment,Expenditures,"1,600",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1464,2016-02-20,Receipt,Direct Receipts,"2,800",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1465,2016-02-29,Receipt,Direct Receipts,"13,260",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1466,2016-02-29,Receipt,Direct Receipts,"617,243",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1467,2016-02-29,Payment,Expenditures,"1,122",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1468,2016-02-29,Receipt,Direct Receipts,"2,800",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1469,2016-02-29,Receipt,Direct Receipts,"228,800",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1470,2016-02-29,Receipt,Direct Receipts,"6,343",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1471,2016-02-29,Receipt,Direct Receipts,"41,278",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1472,2016-03-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1473,2016-03-01,Payment,Expenditures,"10,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1474,2016-03-01,Payment,Expenditures,"30,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1475,2016-03-05,Payment,Expenditures,"3,600",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1476,2016-03-15,Receipt,Direct Receipts,"3,500",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1477,2016-03-15,Payment,Expenditures,"1,196",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1478,2016-03-21,Payment,Expenditures,"1,600",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1479,2016-03-21,Payment,Expenditures,"12,600",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1480,2016-03-21,Payment,Expenditures,"10,560",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1481,2016-03-21,Receipt,Direct Receipts,"4,825",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1482,2016-03-31,Payment,Expenditures,"42,208",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1483,2016-03-31,Payment,Expenditures,"22,500",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1484,2016-03-31,Payment,Expenditures,"43,082",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1485,2016-03-31,Payment,Expenditures,"62,210",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1486,2016-03-31,Payment,Expenditures,"2,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1487,2016-03-31,Payment,Expenditures,"9,000",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1488,2016-03-31,Receipt,Direct Receipts,"2,800",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1489,2016-03-31,Payment,Expenditures,"2,400",ODISHA,ANUGUL,ANUGUL,DHOKUTA,6
1490,2015-04-01,Opening Balance,Balance,"294,323",ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1491,2015-04-04,Payment,Expenditures,500,ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1492,2015-04-06,Payment,Expenditures,"3,585",ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1493,2015-04-06,Receipt,Direct Receipts,31,ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1494,2015-04-09,Payment,Expenditures,99,ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1495,2015-04-20,Receipt,Direct Receipts,"4,890",ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1496,2015-04-20,Payment,Expenditures,"1,206",ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1497,2015-05-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1498,2015-05-04,Payment,Expenditures,"3,591",ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1499,2015-05-05,Receipt,Direct Receipts,"4,890",ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1500,2015-05-05,Payment,Expenditures,"1,299",ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1501,2015-05-22,Payment,Expenditures,"3,500",ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1502,2015-05-22,Payment,Expenditures,"5,000",ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1503,2015-05-22,Payment,Expenditures,"10,290",ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1504,2015-05-25,Receipt,Direct Receipts,"4,230",ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1505,2015-05-29,Payment,Expenditures,"3,591",ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1506,2015-06-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1507,2015-06-05,Receipt,Direct Receipts,"4,880",ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1508,2015-06-05,Payment,Expenditures,"1,289",ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1509,2015-06-09,Receipt,Direct Receipts,"165,900",ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1510,2015-06-23,Payment,Expenditures,"115,000",ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1511,2015-06-23,Payment,Expenditures,"17,920",ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1512,2015-06-25,Payment,Expenditures,"3,583",ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1513,2015-07-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1514,2015-07-03,Receipt,Direct Receipts,"25,200",ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1515,2015-07-05,Payment,Expenditures,"1,289",ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1516,2015-07-05,Receipt,Direct Receipts,"4,880",ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1517,2015-07-25,Payment,Expenditures,"3,583",ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1518,2015-08-01,Receipt,Direct Receipts,"2,814",ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1519,2015-08-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1520,2015-08-05,Payment,Expenditures,"1,289",ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1521,2015-08-05,Receipt,Direct Receipts,"4,880",ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1522,2015-08-10,Receipt,Direct Receipts,"617,663",ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1523,2015-08-10,Receipt,Direct Receipts,391,ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1524,2015-08-22,Receipt,Direct Receipts,"250,000",ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1525,2015-09-01,Opening Balance,Balance,0,ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1526,2015-09-03,Payment,Expenditures,"3,625",ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1527,2015-09-07,Receipt,Direct Receipts,"36,480",ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1528,2015-09-08,Receipt,Direct Receipts,"5,000",ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
1529,2015-09-08,Payment,Expenditures,"1,289",ODISHA,ANUGUL,ANUGUL,GADATARASHA,7
